X,Y,Z,sg[t/m3],tons [t],au[ppm],cu[%],profit [$]
115,15,60,2.27,283.33,0.00,0.00,-7083.33
115,15,65,2.27,283.33,0.00,0.00,-7083.33
115,15,70,0.10,12.13,0.00,0.00,-303.13
115,20,0,2.27,283.33,0.00,0.00,-7083.33
115,20,5,2.27,283.33,0.00,0.00,-7083.33
115,20,10,2.27,283.33,0.00,0.00,-7083.33
115,20,15,2.27,283.33,0.00,0.00,-7083.33
115,20,20,2.27,283.33,0.00,0.00,-7083.33
115,20,25,2.27,283.33,0.00,0.00,-7083.33
115,20,30,2.27,283.33,0.00,0.00,-7083.33
115,20,35,2.27,283.33,0.00,0.00,-7083.33
115,20,40,2.27,283.33,0.00,0.00,-7083.33
115,20,45,2.27,283.33,0.00,0.00,-7083.33
115,20,50,2.27,283.33,0.00,0.00,-7083.33
115,20,55,2.27,283.33,0.00,0.00,-7083.33
115,20,60,2.27,283.33,0.00,0.00,-7083.33
115,20,65,2.27,283.33,0.00,0.00,-7083.33
115,20,70,0.10,12.73,0.00,0.00,-318.26
115,25,0,2.27,283.33,0.00,0.00,-7083.33
115,25,5,2.27,283.33,0.00,0.00,-7083.33
115,25,10,2.27,283.33,0.00,0.00,-7083.33
115,25,15,2.27,283.33,0.00,0.00,-7083.33
115,25,20,2.27,283.33,0.00,0.00,-7083.33
115,25,25,2.27,283.33,0.00,0.00,-7083.33
115,25,30,2.27,283.33,0.00,0.00,-7083.33
115,25,35,2.27,283.33,0.00,0.00,-7083.33
115,25,40,2.27,283.33,0.00,0.00,-7083.33
115,25,45,2.27,283.33,0.00,0.00,-7083.33
115,25,50,2.27,283.33,0.00,0.00,-7083.33
115,25,55,2.27,283.33,0.00,0.00,-7083.33
115,25,60,2.27,283.33,0.00,0.00,-7083.33
115,25,65,2.27,283.33,0.00,0.00,-7083.33
115,25,70,0.05,6.45,0.00,0.00,-161.31
115,30,0,2.27,283.33,0.00,0.00,-7083.33
115,30,5,2.27,283.33,0.00,0.00,-7083.33
115,30,10,2.27,283.33,0.00,0.00,-7083.33
115,30,15,2.27,283.33,0.00,0.00,-7083.33
115,30,20,2.27,283.33,0.00,0.00,-7083.33
115,30,25,2.27,283.33,0.00,0.00,-7083.33
115,30,30,2.27,283.33,0.00,0.00,-7083.33
115,30,35,2.27,283.33,0.00,0.00,-7083.33
115,30,40,2.27,283.33,0.00,0.00,-7083.33
115,30,45,2.27,283.33,0.00,0.00,-7083.33
115,30,50,2.27,283.33,0.00,0.00,-7083.33
115,30,55,2.27,283.33,0.00,0.00,-7083.33
115,30,60,2.27,283.33,0.00,0.00,-7083.33
115,30,65,2.26,282.39,0.00,0.00,-7059.67
115,30,70,0.00,0.26,0.00,0.00,-6.62
115,35,0,2.27,283.33,0.00,0.00,-7083.33
115,35,5,2.27,283.33,0.00,0.00,-7083.33
115,35,10,2.27,283.33,0.00,0.00,-7083.33
115,35,15,2.27,283.33,0.00,0.00,-7083.33
115,35,20,2.27,283.33,0.00,0.00,-7083.33
115,35,25,2.27,283.33,0.00,0.00,-7083.33
115,35,30,2.27,283.33,0.00,0.00,-7083.33
115,35,35,2.27,283.33,0.00,0.00,-7083.33
115,35,40,2.27,283.33,0.00,0.00,-7083.33
115,35,45,2.27,283.33,0.00,0.00,-7083.33
115,35,50,2.27,283.33,0.00,0.00,-7083.33
115,35,55,2.27,283.33,0.00,0.00,-7083.33
115,35,60,2.27,283.33,0.00,0.00,-7083.33
115,35,65,2.27,283.32,0.00,0.00,-7082.99
115,35,70,0.03,3.79,0.00,0.00,-94.80
115,40,0,2.27,283.33,0.00,0.00,-7083.33
115,40,5,2.27,283.33,0.00,0.00,-7083.33
115,40,10,2.27,283.33,0.00,0.00,-7083.33
115,40,15,2.27,283.33,0.00,0.00,-7083.33
115,40,20,2.27,283.33,0.00,0.00,-7083.33
115,40,25,2.27,283.33,0.00,0.00,-7083.33
115,40,30,2.27,283.33,0.00,0.00,-7083.33
115,40,35,2.27,283.33,0.00,0.00,-7083.33
115,40,40,2.27,283.33,0.00,0.00,-7083.33
115,40,45,2.27,283.33,0.00,0.00,-7083.33
115,40,50,2.27,283.33,0.00,0.00,-7083.33
115,40,55,2.27,283.33,0.00,0.00,-7083.33
115,40,60,2.27,283.33,0.00,0.00,-7083.33
115,40,65,2.27,283.33,0.00,0.00,-7083.33
115,40,70,0.13,16.23,0.00,0.00,-405.69
115,45,0,2.27,283.33,0.00,0.00,-7083.33
115,45,5,2.27,283.33,0.00,0.00,-7083.33
115,45,10,2.27,283.33,0.00,0.00,-7083.33
115,45,15,2.27,283.33,0.00,0.00,-7083.33
115,45,20,2.27,283.33,0.00,0.00,-7083.33
115,45,25,2.27,283.33,0.00,0.00,-7083.33
115,45,30,2.27,283.33,0.00,0.00,-7083.33
115,45,35,2.27,283.33,0.00,0.00,-7083.33
115,45,40,2.27,283.33,0.00,0.00,-7083.33
115,45,45,2.27,283.33,0.00,0.00,-7083.33
115,45,50,2.27,283.33,0.00,0.00,-7083.33
115,45,55,2.27,283.33,0.00,0.00,-7083.33
115,45,60,2.27,283.33,0.00,0.00,-7083.33
115,45,65,2.27,283.33,0.00,0.00,-7083.33
115,45,70,0.22,27.66,0.00,0.00,-691.46
115,50,0,2.27,283.33,0.00,0.00,-7083.33
115,50,5,2.27,283.33,0.00,0.00,-7083.33
115,50,10,2.27,283.33,0.00,0.00,-7083.33
115,50,15,2.27,283.33,0.00,0.00,-7083.33
115,50,20,2.27,283.33,0.00,0.00,-7083.33
115,50,25,2.27,283.33,0.00,0.00,-7083.33
115,50,30,2.27,283.33,0.00,0.00,-7083.33
115,50,35,2.27,283.33,0.00,0.00,-7083.33
115,50,40,2.27,283.33,0.00,0.00,-7083.33
115,50,45,2.27,283.33,0.00,0.00,-7083.33
115,50,50,2.27,283.33,0.00,0.00,-7083.33
115,50,55,2.27,283.33,0.00,0.00,-7083.33
115,50,60,2.27,283.33,0.00,0.00,-7083.33
115,50,65,2.27,283.33,0.00,0.00,-7083.33
115,50,70,0.29,36.77,0.00,0.00,-919.18
115,55,0,2.27,283.33,0.00,0.00,-7083.33
115,55,5,2.27,283.33,0.00,0.00,-7083.33
115,55,10,2.27,283.33,0.00,0.00,-7083.33
115,55,15,2.27,283.33,0.00,0.00,-7083.33
115,55,20,2.27,283.33,0.00,0.00,-7083.33
115,55,25,2.27,283.33,0.00,0.00,-7083.33
115,55,30,2.27,283.33,0.00,0.00,-7083.33
115,55,35,2.27,283.33,0.00,0.00,-7083.33
115,55,40,2.27,283.33,0.00,0.00,-7083.33
115,55,45,2.27,283.33,0.00,0.00,-7083.33
115,55,50,2.27,283.33,0.00,0.00,-7083.33
115,55,55,2.27,283.33,0.00,0.00,-7083.33
115,55,60,2.27,283.33,0.00,0.00,-7083.33
115,55,65,2.27,283.33,0.00,0.00,-7083.33
115,55,70,0.35,44.07,0.00,0.00,-1101.80
115,60,0,2.27,283.33,0.00,0.00,-7083.33
115,60,5,2.27,283.33,0.00,0.00,-7083.33
115,60,10,2.27,283.33,0.00,0.00,-7083.33
115,60,15,2.27,283.33,0.00,0.00,-7083.33
115,60,20,2.27,283.33,0.00,0.00,-7083.33
115,60,25,2.27,283.33,0.00,0.00,-7083.33
115,60,30,2.27,283.33,0.00,0.00,-7083.33
115,60,35,2.27,283.33,0.00,0.00,-7083.33
115,60,40,2.27,283.33,0.00,0.00,-7083.33
115,60,45,2.27,283.33,0.00,0.00,-7083.33
115,60,50,2.27,283.33,0.00,0.00,-7083.33
115,60,55,2.27,283.33,0.00,0.00,-7083.33
115,60,60,2.27,283.33,0.00,0.00,-7083.33
115,60,65,2.27,283.33,0.00,0.00,-7083.33
115,60,70,0.35,43.64,0.00,0.00,-1091.09
115,65,0,2.27,283.33,0.00,0.00,-7083.33
115,65,5,2.27,283.33,0.00,0.00,-7083.33
115,65,10,2.27,283.33,0.00,0.00,-7083.33
115,65,15,2.27,283.33,0.00,0.00,-7083.33
115,65,20,2.27,283.33,0.00,0.00,-7083.33
115,65,25,2.27,283.33,0.00,0.00,-7083.33
115,65,30,2.27,283.33,0.00,0.00,-7083.33
115,65,35,2.27,283.33,0.00,0.00,-7083.33
115,65,40,2.27,283.33,0.00,0.00,-7083.33
115,65,45,2.27,283.33,0.00,0.00,-7083.33
115,65,50,2.27,283.33,0.00,0.00,-7083.33
115,65,55,2.27,283.33,0.00,0.00,-7083.33
115,65,60,2.27,283.33,0.00,0.00,-7083.33
115,65,65,2.27,283.33,0.00,0.00,-7083.33
115,65,70,0.33,41.24,0.00,0.00,-1030.90
115,70,0,2.27,283.33,0.00,0.00,-7083.33
115,70,5,2.27,283.33,0.00,0.00,-7083.33
115,70,10,2.27,283.33,0.00,0.00,-7083.33
115,70,15,2.27,283.33,0.00,0.00,-7083.33
115,70,20,2.27,283.33,0.00,0.00,-7083.33
115,70,25,2.27,283.33,0.00,0.00,-7083.33
115,70,30,2.27,283.33,0.00,0.00,-7083.33
115,70,35,2.27,283.33,0.00,0.00,-7083.33
115,70,40,2.27,283.33,0.00,0.00,-7083.33
115,70,45,2.27,283.33,0.00,0.00,-7083.33
115,70,50,2.27,283.33,0.00,0.00,-7083.33
115,70,55,2.27,283.33,0.00,0.00,-7083.33
115,70,60,2.27,283.33,0.00,0.00,-7083.33
115,70,65,2.34,292.59,0.00,0.00,-7314.82
115,70,70,0.33,40.91,0.00,0.00,-1022.82
115,75,0,2.27,283.33,0.00,0.00,-7083.33
115,75,5,2.27,283.33,0.00,0.00,-7083.33
115,75,10,2.27,283.33,0.00,0.00,-7083.33
115,75,15,2.27,283.33,0.00,0.00,-7083.33
115,75,20,2.27,283.33,0.00,0.00,-7083.33
115,75,25,2.27,283.33,0.00,0.00,-7083.33
115,75,30,2.27,283.33,0.00,0.00,-7083.33
115,75,35,2.27,283.33,0.00,0.00,-7083.33
115,75,40,2.27,283.33,0.00,0.00,-7083.33
115,75,45,2.27,283.33,0.00,0.00,-7083.33
115,75,50,2.27,283.33,0.00,0.00,-7083.33
115,75,55,2.27,283.33,0.00,0.00,-7083.33
115,75,60,2.27,283.33,0.00,0.00,-7083.33
115,75,65,2.40,300.00,0.00,0.00,-7500.00
115,75,70,0.31,38.62,0.00,0.00,-965.38
115,80,0,2.27,283.33,0.00,0.00,-7083.33
115,80,5,2.27,283.33,0.00,0.00,-7083.33
115,80,10,2.27,283.33,0.00,0.00,-7083.33
115,80,15,2.27,283.33,0.00,0.00,-7083.33
115,80,20,2.27,283.33,0.00,0.00,-7083.33
115,80,25,2.27,283.33,0.00,0.00,-7083.33
115,80,30,2.27,283.33,0.00,0.00,-7083.33
115,80,35,2.27,283.33,0.00,0.00,-7083.33
115,80,40,2.27,283.33,0.00,0.00,-7083.33
115,80,45,2.27,283.33,0.00,0.00,-7083.33
115,80,50,2.27,283.33,0.00,0.00,-7083.33
115,80,55,2.27,283.33,0.00,0.00,-7083.33
115,80,60,2.27,283.33,0.00,0.00,-7083.33
115,80,65,2.40,300.00,0.00,0.00,-7500.00
115,80,70,0.28,35.01,0.00,0.00,-875.27
115,85,0,2.27,283.33,0.00,0.00,-7083.33
115,85,5,2.27,283.33,0.00,0.00,-7083.33
115,85,10,2.27,283.33,0.00,0.00,-7083.33
115,85,15,2.27,283.33,0.00,0.00,-7083.33
115,85,20,2.27,283.33,0.00,0.00,-7083.33
115,85,25,2.27,283.33,0.00,0.00,-7083.33
115,85,30,2.27,283.33,0.00,0.00,-7083.33
115,85,35,2.27,283.33,0.00,0.00,-7083.33
115,85,40,2.27,283.33,0.00,0.00,-7083.33
115,85,45,2.27,283.33,0.00,0.00,-7083.33
115,85,50,2.27,283.33,0.00,0.00,-7083.33
115,85,55,2.27,283.33,0.00,0.00,-7083.33
115,85,60,2.27,283.33,0.00,0.00,-7083.33
115,85,65,2.40,300.00,0.00,0.00,-7500.00
115,85,70,0.24,29.98,0.00,0.00,-749.61
115,90,0,2.27,283.33,0.00,0.00,-7083.33
115,90,5,2.27,283.33,0.00,0.00,-7083.33
115,90,10,2.27,283.33,0.00,0.00,-7083.33
115,90,15,2.35,294.26,0.23,1.13,18173.19
115,90,20,2.52,314.63,0.49,2.45,55549.37
115,90,25,2.54,317.78,0.48,2.42,55291.29
115,90,30,2.37,296.67,0.16,0.80,9679.09
115,90,35,2.27,283.33,0.00,0.00,-7083.33
115,90,40,2.27,283.33,0.00,0.00,-7083.33
115,90,45,2.27,283.33,0.00,0.00,-7083.33
115,90,50,2.27,283.33,0.00,0.00,-7083.33
115,90,55,2.27,283.33,0.00,0.00,-7083.33
115,90,60,2.27,283.33,0.00,0.00,-7083.33
115,90,65,2.40,299.82,0.00,0.00,-7495.52
115,90,70,0.15,18.63,0.00,0.00,-465.78
115,95,0,2.27,283.33,0.00,0.00,-7083.33
115,95,5,2.34,292.41,0.36,1.39,25639.31
115,95,10,2.65,331.85,0.93,3.89,102582.69
115,95,15,2.68,335.00,0.83,3.38,88602.02
115,95,20,2.68,335.00,0.59,2.97,74179.91
115,95,25,2.68,335.00,0.49,2.65,64306.54
115,95,30,2.68,335.00,0.61,3.06,76905.60
115,95,35,2.67,333.70,0.54,2.65,64923.02
115,95,40,2.42,302.96,0.17,0.84,11006.49
115,95,45,2.29,286.48,0.02,0.10,-7162.04
115,95,50,2.27,283.33,0.00,0.00,-7083.33
115,95,55,2.27,283.33,0.00,0.00,-7083.33
115,95,60,2.27,283.33,0.00,0.00,-7083.33
115,95,65,2.24,279.66,0.00,0.00,-6991.47
115,95,70,0.01,0.74,0.00,0.00,-18.51
115,100,0,2.28,284.63,0.05,0.21,-5105.41
115,100,5,2.58,322.41,1.02,4.03,104412.51
115,100,10,2.68,335.00,1.04,4.00,108140.61
115,100,15,2.68,335.00,0.84,3.40,89392.11
115,100,20,2.68,335.00,0.60,2.77,69165.36
115,100,25,2.68,335.00,0.49,2.57,62117.50
115,100,30,2.68,335.00,0.61,3.14,78909.86
115,100,35,2.68,335.00,0.58,2.89,72077.24
115,100,40,2.68,335.00,0.54,2.64,64875.06
115,100,45,2.65,331.11,0.46,2.12,49466.95
115,100,50,2.45,306.85,0.24,0.99,15687.43
115,100,55,2.29,286.48,0.03,0.10,-7162.04
115,100,60,2.27,283.33,0.00,0.00,-7083.33
115,100,65,1.92,240.46,0.00,0.00,-6011.61
115,105,0,2.70,338.01,1.68,4.39,129491.76
115,105,5,2.71,339.21,1.53,5.13,147182.35
115,105,10,2.68,335.32,1.11,4.25,115886.26
115,105,15,2.68,335.00,0.91,3.52,93499.77
115,105,20,2.68,335.00,0.78,3.73,96856.22
115,105,25,2.68,335.00,0.66,3.83,97562.04
115,105,30,2.68,335.00,0.58,3.38,84601.93
115,105,35,2.68,335.00,0.68,3.88,99360.29
115,105,40,2.68,335.00,0.72,4.18,107664.78
115,105,45,2.68,335.00,0.71,3.98,102376.95
115,105,50,2.68,335.00,0.71,3.51,90042.71
115,105,55,2.65,331.11,0.59,2.27,55432.33
115,105,60,2.59,323.52,0.49,1.33,29033.40
115,105,65,1.93,240.80,0.33,0.86,10955.20
115,110,0,2.74,341.90,2.07,6.07,182107.46
115,110,5,2.75,343.75,2.36,7.34,221702.19
115,110,10,2.74,343.10,2.30,7.67,229141.27
115,110,15,2.71,339.21,1.51,5.54,157565.89
115,110,20,2.68,335.32,1.12,5.90,159120.12
115,110,25,2.68,335.00,1.04,6.36,169622.82
115,110,30,2.68,335.00,1.01,6.44,171210.08
115,110,35,2.68,335.00,1.05,6.86,182499.37
115,110,40,2.68,335.00,1.08,7.14,190461.91
115,110,45,2.68,335.00,1.09,6.66,178104.30
115,110,50,2.68,335.00,1.15,5.89,158865.95
115,110,55,2.68,335.00,1.22,4.54,124915.99
115,110,60,2.68,335.00,1.14,2.48,70204.09
115,110,65,2.06,258.08,0.76,1.53,30407.35
115,115,0,2.65,331.71,2.53,7.84,229355.23
115,115,5,2.71,338.66,2.54,7.72,231214.38
115,115,10,2.75,343.75,2.48,7.33,223367.27
115,115,15,2.75,343.75,2.27,6.54,198711.12
115,115,20,2.74,343.10,2.17,8.30,243574.19
115,115,25,2.70,337.59,1.33,7.99,218291.01
115,115,30,2.68,335.00,1.22,7.25,195413.48
115,115,35,2.68,335.00,1.26,7.69,207640.13
115,115,40,2.68,335.00,1.23,7.76,208852.17
115,115,45,2.68,335.00,1.20,6.99,188294.13
115,115,50,2.68,335.00,1.27,6.13,167203.03
115,115,55,2.68,335.00,1.43,5.39,150345.60
115,115,60,2.68,335.00,1.39,3.27,94879.72
115,115,65,2.20,275.31,0.93,1.86,41876.59
115,120,0,2.65,331.25,2.36,6.73,197923.54
115,120,5,2.65,331.25,2.40,6.37,189135.89
115,120,10,2.69,336.34,2.44,6.42,194091.09
115,120,15,2.75,343.75,2.74,6.68,210256.89
115,120,20,2.75,343.75,2.48,8.81,262798.14
115,120,25,2.75,343.43,1.97,10.17,290317.66
115,120,30,2.72,340.51,1.97,9.07,258939.25
115,120,35,2.69,336.30,1.52,7.44,205941.41
115,120,40,2.68,335.32,1.23,6.28,170758.39
115,120,45,2.68,335.00,1.30,4.67,129613.39
115,120,50,2.68,335.00,1.48,4.32,123412.33
115,120,55,2.68,335.00,1.51,4.16,119820.81
115,120,60,2.68,335.00,1.45,3.03,89523.94
115,120,65,2.31,289.15,0.99,2.01,48141.61
115,120,70,0.00,0.00,0.00,0.00,-0.03
115,125,0,2.65,331.81,2.17,6.89,199278.14
115,125,5,2.65,331.25,2.41,5.64,170728.23
115,125,10,2.65,331.71,2.43,5.75,174180.53
115,125,15,2.72,340.51,2.88,6.74,212257.59
115,125,20,2.75,343.75,2.56,8.84,264886.01
115,125,25,2.75,343.75,2.25,9.53,278187.44
115,125,30,2.75,343.75,2.42,9.29,274507.95
115,125,35,2.74,343.10,2.30,8.91,262143.58
115,125,40,2.74,342.13,2.58,6.63,205467.86
115,125,45,2.72,339.86,2.86,4.72,158180.30
115,125,50,2.68,335.00,2.67,3.99,133895.52
115,125,55,2.68,335.00,2.77,3.80,130587.92
115,125,60,2.68,335.00,2.69,2.87,105032.32
115,125,65,2.38,296.92,2.02,2.74,80785.93
115,130,0,2.67,334.17,1.70,10.39,284202.10
115,130,5,2.65,331.39,2.39,5.77,173759.77
115,130,10,2.65,331.25,2.47,5.37,164828.27
115,130,15,2.66,333.10,2.60,5.68,175768.76
115,130,20,2.75,343.29,2.68,7.71,236350.60
115,130,25,2.75,343.75,2.36,8.36,248801.38
115,130,30,2.75,343.75,2.53,8.79,263058.95
115,130,35,2.75,343.75,2.44,8.93,265368.35
115,130,40,2.75,343.75,2.93,5.95,193826.56
115,130,45,2.75,343.75,3.35,5.29,182970.42
115,130,50,2.68,335.00,2.91,4.31,145991.24
115,130,55,2.68,335.00,3.06,4.33,148922.98
115,130,60,2.68,335.00,3.16,2.76,109726.98
115,130,65,2.49,311.67,2.10,3.08,94101.02
115,130,70,0.11,13.36,0.00,0.00,-334.00
115,135,0,2.68,335.00,2.43,7.34,217034.46
115,135,5,2.67,333.61,2.31,6.20,184875.05
115,135,10,2.65,331.25,2.52,4.85,152026.57
115,135,15,2.65,331.25,2.68,4.53,146471.75
115,135,20,2.71,338.19,2.82,5.67,181616.33
115,135,25,2.75,343.75,2.46,7.67,232148.00
115,135,30,2.75,343.75,2.47,8.63,257936.65
115,135,35,2.75,343.75,2.55,8.79,263367.70
115,135,40,2.75,343.75,2.92,6.22,200929.89
115,135,45,2.75,343.75,3.32,4.56,163188.15
115,135,50,2.68,335.00,3.15,3.95,140553.39
115,135,55,2.68,335.00,3.23,3.71,135604.70
115,135,60,2.68,335.00,3.55,2.37,105829.70
115,135,65,2.49,311.67,2.39,2.55,85517.75
115,135,70,0.35,43.35,0.00,0.00,-1083.68
115,140,0,2.68,335.00,1.47,4.61,130947.96
115,140,5,2.68,335.00,1.64,5.23,149664.59
115,140,10,2.66,332.92,2.00,4.87,145218.67
115,140,15,2.65,331.25,2.54,4.21,136096.36
115,140,20,2.65,331.71,2.65,4.93,156532.89
115,140,25,2.70,337.73,2.56,7.05,213335.55
115,140,30,2.74,341.90,2.54,8.20,246284.72
115,140,35,2.75,343.75,2.64,8.27,251095.61
115,140,40,2.75,343.75,3.02,6.11,199761.77
115,140,45,2.75,343.75,3.26,4.46,159539.84
115,140,50,2.68,335.00,3.35,3.78,139213.96
115,140,55,2.68,335.00,3.31,3.49,130995.83
115,140,60,2.68,335.00,3.86,1.94,99659.82
115,140,65,2.49,311.67,2.50,2.19,78366.52
115,140,70,0.58,73.05,0.00,0.00,-1826.30
115,145,0,2.65,331.85,0.54,2.30,55475.01
115,145,5,2.68,335.00,0.97,3.79,101704.45
115,145,10,2.68,334.86,1.74,6.27,178261.75
115,145,15,2.66,332.64,2.43,5.60,170703.31
115,145,20,2.65,331.25,2.60,4.76,151054.23
115,145,25,2.65,331.25,2.70,6.49,197038.06
115,145,30,2.65,331.71,2.88,8.07,240742.16
115,145,35,2.67,334.03,3.06,8.25,250126.31
115,145,40,2.70,337.41,3.18,6.21,201117.43
115,145,45,2.71,338.38,3.34,4.59,161742.02
115,145,50,2.68,334.86,3.69,3.69,142293.32
115,145,55,2.68,335.00,3.80,2.83,121733.59
115,145,60,2.68,335.00,4.25,1.19,86309.02
115,145,65,2.49,311.67,2.70,1.27,59147.17
115,145,70,0.81,101.37,0.86,0.85,7138.72
115,150,0,2.68,335.00,0.68,2.98,75778.53
115,150,5,2.68,335.00,1.08,5.36,143999.99
115,150,10,2.68,335.00,2.20,8.49,243375.83
115,150,15,2.68,334.86,2.65,8.75,257079.47
115,150,20,2.66,332.36,2.55,5.72,175624.75
115,150,25,2.65,331.25,2.66,6.24,189969.01
115,150,30,2.65,331.25,2.87,7.72,231489.39
115,150,35,2.65,331.25,3.11,7.54,230622.09
115,150,40,2.65,331.25,3.34,6.97,219583.15
115,150,45,2.65,331.25,3.64,4.71,166145.33
115,150,50,2.66,333.06,3.66,3.60,138691.45
115,150,55,2.68,335.00,3.89,2.56,116181.71
115,150,60,2.68,335.00,4.08,1.27,85754.64
115,150,65,2.49,311.67,2.70,1.17,56845.73
115,150,70,0.97,121.76,0.49,0.39,2023.77
115,155,0,2.68,335.00,0.79,2.88,75001.91
115,155,5,2.68,335.00,1.28,6.20,169305.70
115,155,10,2.68,335.00,2.05,8.85,250211.95
115,155,15,2.68,335.00,2.56,9.16,266476.96
115,155,20,2.68,334.86,2.69,8.57,253189.90
115,155,25,2.66,331.94,2.60,7.16,213129.26
115,155,30,2.65,331.25,2.70,7.97,235155.48
115,155,35,2.65,331.25,2.76,8.22,242496.86
115,155,40,2.65,331.25,3.11,6.69,208619.70
115,155,45,2.65,331.25,3.40,4.53,157882.65
115,155,50,2.65,331.25,3.51,3.60,135500.86
115,155,55,2.67,334.03,3.82,2.55,114496.60
115,155,60,2.68,335.00,4.00,1.36,86598.52
115,155,65,2.49,311.67,2.68,1.32,60023.02
115,155,70,1.09,135.79,0.76,0.65,6771.72
115,160,0,2.68,335.00,0.87,2.46,65439.39
115,160,5,2.68,335.00,1.06,4.60,124039.49
115,160,10,2.68,335.00,1.67,7.64,212884.16
115,160,15,2.68,335.00,2.44,9.34,269336.42
115,160,20,2.68,335.00,2.53,9.98,287224.71
115,160,25,2.68,334.58,2.50,9.46,272983.66
115,160,30,2.65,331.81,2.68,8.63,252190.23
115,160,35,2.65,331.25,2.69,8.51,248872.85
115,160,40,2.65,331.25,2.96,7.50,227046.93
115,160,45,2.65,331.25,3.35,5.29,176524.82
115,160,50,2.65,331.25,3.57,3.77,140817.71
115,160,55,2.65,331.53,3.42,3.47,130740.18
115,160,60,2.67,334.31,3.45,1.88,91277.66
115,160,65,2.49,311.67,2.42,1.42,58759.28
115,160,70,1.16,144.59,0.83,0.75,8688.34
115,165,0,2.43,304.07,1.02,3.29,81133.14
115,165,5,2.68,335.00,1.49,4.92,139248.20
115,165,10,2.68,335.00,2.10,7.67,220293.87
115,165,15,2.68,335.00,2.58,10.08,290638.55
115,165,20,2.68,335.00,2.48,12.60,354624.82
115,165,25,2.68,335.00,2.54,13.43,377173.67
115,165,30,2.68,334.44,2.56,13.53,379326.71
115,165,35,2.65,331.53,2.71,8.11,239194.35
115,165,40,2.65,331.25,3.13,6.74,210432.82
115,165,45,2.65,331.25,3.41,4.94,168495.32
115,165,50,2.65,331.25,3.89,2.87,122748.24
115,165,55,2.65,331.25,3.66,2.87,119160.46
115,165,60,2.65,331.53,2.00,3.29,103997.13
115,165,65,2.49,311.11,1.49,1.81,54269.50
115,165,70,1.19,149.30,0.51,0.62,5246.46
115,170,0,2.33,291.11,0.53,1.71,35280.29
115,170,5,2.68,335.00,2.20,6.98,204101.92
115,170,10,2.68,335.00,2.44,7.74,227645.51
115,170,15,2.68,335.00,2.52,9.14,265507.74
115,170,20,2.68,335.00,2.53,11.63,330387.50
115,170,25,2.68,335.00,2.56,13.92,390219.43
115,170,30,2.68,335.00,2.47,14.40,401153.29
115,170,35,2.67,333.89,2.50,11.20,317547.23
115,170,40,2.65,331.39,3.04,5.87,186524.68
115,170,45,2.65,331.25,3.50,3.66,137066.85
115,170,50,2.65,331.25,3.76,2.31,106454.67
115,170,55,2.65,331.25,3.60,2.52,109258.32
115,170,60,2.65,331.25,2.93,3.55,125267.47
115,170,65,2.48,310.42,3.38,2.43,96920.83
115,170,70,1.17,146.27,1.55,1.35,20745.80
115,175,0,2.27,283.33,0.00,0.00,-7083.33
115,175,5,2.58,322.41,1.87,6.19,171629.47
115,175,10,2.68,335.00,2.30,7.60,221782.07
115,175,15,2.68,335.00,2.40,8.72,252549.04
115,175,20,2.68,335.00,2.46,10.89,309909.46
115,175,25,2.68,335.00,2.52,13.00,365589.86
115,175,30,2.68,335.00,2.47,13.55,379139.68
115,175,35,2.68,335.00,2.62,13.03,368216.45
115,175,40,2.67,333.61,3.08,8.20,248885.29
115,175,45,2.65,331.39,3.64,3.66,139277.50
115,175,50,2.65,331.25,3.85,2.81,120717.40
115,175,55,2.65,331.25,3.74,2.64,114595.49
115,175,60,2.65,331.25,3.45,2.92,117037.87
115,175,65,2.48,310.42,3.45,2.34,95831.80
115,175,70,1.13,141.36,2.01,1.38,23379.32
115,180,0,2.27,283.33,0.00,0.00,-7083.33
115,180,5,2.39,298.89,1.06,3.52,85730.69
115,180,10,2.68,335.00,2.32,7.48,218941.00
115,180,15,2.68,335.00,2.34,8.36,242139.75
115,180,20,2.68,335.00,2.35,10.03,285943.25
115,180,25,2.68,335.00,2.16,11.27,315100.93
115,180,30,2.68,335.00,2.19,12.75,353935.19
115,180,35,2.68,335.00,2.70,14.54,408642.95
115,180,40,2.68,335.00,3.24,10.55,313600.29
115,180,45,2.67,333.19,3.81,5.41,187810.17
115,180,50,2.65,331.25,4.12,3.83,151099.39
115,180,55,2.65,331.25,3.96,3.23,133233.52
115,180,60,2.65,331.25,3.79,2.13,102201.91
115,180,65,2.48,310.42,3.29,2.16,89180.12
115,180,70,1.09,136.58,1.21,1.06,14001.40
115,185,0,2.27,283.33,0.00,0.00,-7083.33
115,185,5,2.34,292.41,0.57,2.06,43939.66
115,185,10,2.68,335.00,1.85,7.19,204057.94
115,185,15,2.68,335.00,1.79,7.75,217562.45
115,185,20,2.68,335.00,1.85,6.96,197948.88
115,185,25,2.68,335.00,1.86,9.37,260867.55
115,185,30,2.68,335.00,1.97,11.39,315129.91
115,185,35,2.68,335.00,2.30,12.91,360055.61
115,185,40,2.68,335.00,2.68,10.51,303681.50
115,185,45,2.68,335.00,2.84,7.11,217542.88
115,185,50,2.67,333.33,3.08,5.18,170552.63
115,185,55,2.65,331.39,3.17,3.26,121678.81
115,185,60,2.65,331.25,2.96,2.07,87439.88
115,185,65,2.46,308.10,2.65,2.03,75929.33
115,185,70,1.06,132.18,1.76,1.56,22178.44
